name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Womanity,Mugler,https://fimgs.net/mdimg/perfume/375x500.8766.jpg,for women,3.6,8844,"woody , fruity , savory , animalic , sweet , nutty , green , marine , fresh , lactonic ",strong,[],"['Fig', 'Caviar', 'Fig Tree', 'Fig Leaf']",[],"{'very weak': 70, 'weak': 87, 'moderate': 357, 'long lasting': 686, 'eternal': 1017}",,"{'female': 86, 'more female': 36, 'unisex': 68, 'more male': 3, 'male': 1}","{'way overpriced': 3, 'overpriced': 18, 'ok': 103, 'good value': 24, 'great value': 10}",,,,,,,,spring,"{'woody': 100.0, 'fruity': 87.1009, 'savory': 84.041, 'animalic': 78.0364, 'sweet': 72.0794, 'nutty': 72.0319, 'green': 70.6048, 'marine': 54.0182, 'fresh': 52.3695, 'lactonic': 46.0732}"
The Dreamer,Versace,https://fimgs.net/mdimg/perfume/375x500.59417.jpg,for men,4.15,659,"white floral , aromatic , iris , amber , powdery , fresh spicy , woody , herbal , violet , soft spicy ",moderate,"['Juniper', 'Tarragon', 'Artemisia']","['iris', 'Lily', 'Flax']","['Tobacco blossom', 'Amber']","{'very weak': 23, 'weak': 43, 'moderate': 176, 'long lasting': 161, 'eternal': 19}",,"{'female': 0, 'more female': 6, 'unisex': 59, 'more male': 102, 'male': 59}","{'way overpriced': 0, 'overpriced': 5, 'ok': 26, 'good value': 78, 'great value': 113}",,,,,,,,spring,"{'white floral': 100.0, 'aromatic': 85.4669, 'iris': 73.155, 'amber': 66.1741, 'powdery': 61.3191, 'fresh spicy': 59.8277, 'woody': 56.718, 'herbal': 56.1786, 'violet': 51.5775, 'soft spicy': 50.7684}"
Reb'l Fleur,Rihanna,https://fimgs.net/mdimg/perfume/375x500.10554.jpg,for women,3.93,3649,"fruity , sweet , vanilla , coconut , powdery , patchouli , musky , woody , lactonic , amber ",strong,"['Peach', 'Plum', 'Red Berries']","['Coconut', 'Tuberose', 'Hibiscus', 'Violet']","['Vanille', 'Patchouli', 'Musk', 'Amber']","{'very weak': 46, 'weak': 74, 'moderate': 338, 'long lasting': 511, 'eternal': 169}",,"{'female': 91, 'more female': 21, 'unisex': 12, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 10, 'good value': 44, 'great value': 71}",,,,,,,,fall and winter,"{'fruity': 100.0, 'sweet': 87.9856, 'vanilla': 78.0983, 'coconut': 69.206, 'powdery': 64.2312, 'patchouli': 57.6969, 'musky': 49.1445, 'woody': 47.9187, 'lactonic': 46.9939, 'amber': 45.7198}"
English Pear & Freesia,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.10314.jpg,for women,3.96,2448,"floral , fruity , sweet , rose , aquatic , musky , fresh , patchouli , green , powdery ",moderate,"['Pear', 'Melon']","['Freesia', 'Rose']","['Musk', 'Patchouli', 'Rhuburb', 'Amber']","{'very weak': 72, 'weak': 132, 'moderate': 288, 'long lasting': 94, 'eternal': 44}",,"{'female': 77, 'more female': 34, 'unisex': 22, 'more male': 1, 'male': 1}","{'way overpriced': 34, 'overpriced': 49, 'ok': 26, 'good value': 7, 'great value': 0}",,,,,,,,spring,"{'floral': 100.0, 'fruity': 92.9101, 'sweet': 72.9499, 'rose': 70.2201, 'aquatic': 66.4034, 'musky': 58.8386, 'fresh': 56.297, 'patchouli': 53.0196, 'green': 52.0996, 'powdery': 45.7286}"
Memoir Woman,Amouage,https://fimgs.net/mdimg/perfume/375x500.10146.jpg,for women,4.23,3355,"warm spicy , amber , smoky , woody , leather , aromatic , musky , balsamic , white floral , fresh spicy ",strong,"['Wormwood', 'Cardamom', 'Pink Pepper', 'Mandarin Orange']","['Incense', 'Clove', 'Woodsy Notes', 'White Flowers', 'Rose', 'Pepper', 'Jasmine']","['Leather', 'French labdanum', 'Castoreum', 'Styrax', 'oak moss', 'Musk']","{'very weak': 53, 'weak': 37, 'moderate': 109, 'long lasting': 370, 'eternal': 398}",,"{'female': 28, 'more female': 27, 'unisex': 62, 'more male': 5, 'male': 0}","{'way overpriced': 14, 'overpriced': 22, 'ok': 42, 'good value': 11, 'great value': 6}",,,,,,,,winter,"{'warm spicy': 100.0, 'amber': 93.9014, 'smoky': 79.7518, 'woody': 70.5427, 'leather': 66.7638, 'aromatic': 57.6671, 'musky': 56.9689, 'balsamic': 56.5751, 'white floral': 56.3402, 'fresh spicy': 53.8253}"
Eau Duelle,Diptyque,https://fimgs.net/mdimg/perfume/375x500.9241.jpg,for women and men,4.27,2330,"aromatic , vanilla , fresh spicy , warm spicy , balsamic , amber , powdery , woody , soft spicy , sweet ",moderate,[],"['Bourbon Vanilla', 'Elemi resin', 'Cardamom', 'Juniper', 'Olibanum', 'Pink Pepper', 'Black Tea', 'Ambergris', 'Bergamot', 'Saffron', 'Musk']",[],"{'very weak': 99, 'weak': 95, 'moderate': 275, 'long lasting': 135, 'eternal': 96}",,"{'female': 14, 'more female': 17, 'unisex': 47, 'more male': 2, 'male': 1}","{'way overpriced': 2, 'overpriced': 10, 'ok': 44, 'good value': 8, 'great value': 0}",,,,,,,,fall,"{'aromatic': 100.0, 'vanilla': 87.3849, 'fresh spicy': 72.0308, 'warm spicy': 70.9512, 'balsamic': 62.7296, 'amber': 61.0591, 'powdery': 52.9407, 'woody': 49.8321, 'soft spicy': 48.1249, 'sweet': 46.1837}"
Essenza di Colonia,Acqua di Parma,https://fimgs.net/mdimg/perfume/375x500.9829.jpg,for men,4.36,1775,"citrus , aromatic , white floral , fresh spicy , woody , green ",moderate,[],"['Neroli', 'Bergamot', 'Grapefruit', 'Jasmine', 'Petitgrain', 'Orange', 'Musk', 'Mandarin Orange', 'vetyver', 'Rosemary', 'Rose', 'Oakmoss', 'Lily-of-the-Valley', 'Cloves', 'Sage', 'Patchouli', 'Amber']",[],"{'very weak': 57, 'weak': 70, 'moderate': 266, 'long lasting': 362, 'eternal': 68}",,"{'female': 1, 'more female': 0, 'unisex': 21, 'more male': 58, 'male': 81}","{'way overpriced': 9, 'overpriced': 22, 'ok': 75, 'good value': 38, 'great value': 10}",,,,,,,,summer,"{'citrus': 100.0, 'aromatic': 62.9351, 'white floral': 62.7726, 'fresh spicy': 58.4511, 'woody': 47.7793, 'green': 46.1801}"
La Tulipe,Byredo,https://fimgs.net/mdimg/perfume/375x500.8441.jpg,for women,4.12,2854,"floral , green , soft spicy ",moderate,"['Freesia', 'Cyclamen', 'Rhuburb']",['pink tulip'],"['Green Notes', 'vetyver', 'Woodsy Notes']","{'very weak': 52, 'weak': 108, 'moderate': 305, 'long lasting': 135, 'eternal': 68}",,"{'female': 61, 'more female': 22, 'unisex': 7, 'more male': 0, 'male': 2}","{'way overpriced': 18, 'overpriced': 34, 'ok': 27, 'good value': 2, 'great value': 2}",,,,,,,,spring,"{'floral': 100.0, 'green': 83.8224, 'soft spicy': 45.6563}"
Memoir Man,Amouage,https://fimgs.net/mdimg/perfume/375x500.10145.jpg,for men,4.33,2394,"aromatic , fresh spicy , woody , amber , green , smoky , balsamic , warm spicy , tobacco , leather ",moderate,"['Wormwood', 'Mint', 'Basil']","['Incense', 'Lavender', 'Rose']","['Tobacco', 'Leather', 'Sandalwood', 'Guaiac Wood', 'Vetiver', 'oak moss', 'Amber', 'Vanille', 'Musk']","{'very weak': 67, 'weak': 59, 'moderate': 193, 'long lasting': 399, 'eternal': 407}",,"{'female': 2, 'more female': 0, 'unisex': 23, 'more male': 26, 'male': 93}","{'way overpriced': 14, 'overpriced': 40, 'ok': 40, 'good value': 22, 'great value': 8}",,,,,,,,fall,"{'aromatic': 100.0, 'fresh spicy': 81.8914, 'woody': 73.0094, 'amber': 70.037, 'green': 69.4604, 'smoky': 66.6468, 'balsamic': 52.42, 'warm spicy': 50.899, 'tobacco': 49.5057, 'leather': 46.4483}"
Tonka Imperiale,Guerlain,https://fimgs.net/mdimg/perfume/375x500.8705.jpg,for women and men,4.4,2051,"sweet , amber , almond , vanilla , aromatic , tobacco , woody , nutty , fruity , warm spicy ",moderate,"['Bitter Almond', 'Rosemary', 'Bergamot']","['Tonka Bean', 'Tobacco', 'Jasmine']","['Incense', 'Cedar', 'Pine']","{'very weak': 51, 'weak': 57, 'moderate': 137, 'long lasting': 196, 'eternal': 67}",,"{'female': 9, 'more female': 15, 'unisex': 26, 'more male': 4, 'male': 0}","{'way overpriced': 8, 'overpriced': 21, 'ok': 15, 'good value': 1, 'great value': 1}",,,,,,,,fall,"{'sweet': 100.0, 'amber': 86.8006, 'almond': 86.1105, 'vanilla': 80.475, 'aromatic': 77.2513, 'tobacco': 69.2204, 'woody': 69.1961, 'nutty': 63.6663, 'fruity': 61.9773, 'warm spicy': 54.7909}"
Another 13,Le Labo,https://fimgs.net/mdimg/perfume/375x500.10131.jpg,for women and men,4.01,672,"musky , amber , woody , animalic , floral , powdery , fruity ",moderate,[],"['Iso E Super', 'Ambergris', 'Musk', 'Ambrette (Musk Mallow)', 'Amyl Salicylate', 'Pear']",[],"{'very weak': 27, 'weak': 34, 'moderate': 93, 'long lasting': 105, 'eternal': 82}",,"{'female': 6, 'more female': 14, 'unisex': 87, 'more male': 11, 'male': 5}","{'way overpriced': 25, 'overpriced': 54, 'ok': 30, 'good value': 6, 'great value': 3}",,,,,,,,spring,"{'musky': 100.0, 'amber': 83.5633, 'woody': 65.7749, 'animalic': 58.2984, 'floral': 47.0631, 'powdery': 47.0136, 'fruity': 44.8375}"
Bombshell,Victoria's Secret,https://fimgs.net/mdimg/perfume/375x500.10190.jpg,for women,4.1,2470,"fruity , sweet , fresh , citrus , floral , tropical , white floral ",moderate,"['Passionfruit', 'Grapefruit', 'Pineapple', 'Tangerine', 'Big Strawberry']","['Peony', 'Vanilla orchid', 'Red Berries', 'Jasmine', 'Lily-of-the-Valley']","['Musk', 'Woody Notes', 'Oakmoss']","{'very weak': 93, 'weak': 145, 'moderate': 309, 'long lasting': 106, 'eternal': 43}",,"{'female': 73, 'more female': 17, 'unisex': 10, 'more male': 1, 'male': 1}","{'way overpriced': 12, 'overpriced': 20, 'ok': 38, 'good value': 18, 'great value': 6}",,,,,,,,summer,"{'fruity': 100.0, 'sweet': 90.7468, 'fresh': 78.8572, 'citrus': 78.2181, 'floral': 66.0985, 'tropical': 64.4023, 'white floral': 46.9944}"
Bouquet Ideale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11800.jpg,for women,4.21,1381,"woody , vanilla , warm spicy , powdery , cinnamon , fresh spicy , balsamic , sweet , white floral , aromatic ",enormous,"['Cinnamon', 'Nutmeg']","['Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus']","['Vanille', 'Coumarin', 'Tobacco blossom', 'French labdanum', 'Musk']","{'very weak': 44, 'weak': 38, 'moderate': 110, 'long lasting': 135, 'eternal': 99}",,"{'female': 29, 'more female': 21, 'unisex': 36, 'more male': 1, 'male': 0}","{'way overpriced': 17, 'overpriced': 24, 'ok': 24, 'good value': 3, 'great value': 1}",,,,,,,,fall,"{'woody': 100.0, 'vanilla': 70.4444, 'warm spicy': 63.8803, 'powdery': 57.1149, 'cinnamon': 54.6073, 'fresh spicy': 54.1379, 'balsamic': 49.8903, 'sweet': 47.4946, 'white floral': 45.0192, 'aromatic': 44.3352}"
Tresor In Love,Lancome,https://fimgs.net/mdimg/perfume/375x500.8019.jpg,for women,3.83,5161,"fruity , sweet , powdery , rose , fresh , violet , musky , floral ",moderate,"['Nectarine', 'Pear', 'Pink Pepper', 'Bergamot']","['Taif Rose', 'Peach', 'Violet', 'Jasmine']","['Musk', 'Virginia Cedar']","{'very weak': 90, 'weak': 186, 'moderate': 520, 'long lasting': 242, 'eternal': 89}",,"{'female': 66, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 8, 'ok': 28, 'good value': 7, 'great value': 2}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 82.5191, 'powdery': 81.2652, 'rose': 74.0994, 'fresh': 58.7258, 'violet': 49.8131, 'musky': 48.0137, 'floral': 44.3749}"
Midnight in Paris,Van Cleef & Arpels,https://fimgs.net/mdimg/perfume/375x500.9685.jpg,for men,4.26,4317,"amber , leather , vanilla , smoky , warm spicy , aromatic , balsamic , animalic , sweet , almond ",moderate,"['Leather', 'Bergamot', 'Amalfi Lemon', 'Holly', 'Rosemary']","['Tea', 'Styrax', 'Lily-of-the-Valley']","['Tonka Bean', 'Incense', 'Benzoin', 'Almond', 'Amber']","{'very weak': 96, 'weak': 97, 'moderate': 423, 'long lasting': 795, 'eternal': 192}",,"{'female': 1, 'more female': 2, 'unisex': 34, 'more male': 11, 'male': 10}","{'way overpriced': 3, 'overpriced': 0, 'ok': 16, 'good value': 14, 'great value': 6}",,,,,,,,fall,"{'amber': 100.0, 'leather': 59.2899, 'vanilla': 56.1424, 'smoky': 55.6678, 'warm spicy': 54.1603, 'aromatic': 49.8385, 'balsamic': 49.2912, 'animalic': 46.8345, 'sweet': 46.6855, 'almond': 45.7375}"
212 VIP,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.10126.jpg,for women,3.87,4252,"vanilla , rum , sweet , tropical , fruity , white floral , powdery , musky , woody , fresh ",moderate,"['Rum', 'Passionfruit']","['Gardenia', 'Musk']","['Vanille', 'Tonka Bean']","{'very weak': 45, 'weak': 88, 'moderate': 324, 'long lasting': 472, 'eternal': 183}",,"{'female': 38, 'more female': 10, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 10, 'ok': 25, 'good value': 5, 'great value': 0}",,,,,,,,fall,"{'vanilla': 100.0, 'rum': 86.534, 'sweet': 86.4512, 'tropical': 66.2545, 'fruity': 61.0753, 'white floral': 56.0572, 'powdery': 55.6889, 'musky': 51.2693, 'woody': 51.2003, 'fresh': 50.7169}"
Tilda Swinton Like This,Etat Libre d'Orange,https://fimgs.net/mdimg/perfume/375x500.8893.jpg,for women,4.07,1902,"warm spicy , sweet , herbal , citrus , powdery , fruity , fresh , musky , tobacco ",moderate,[],"['Immortelle', 'Pumpkin', 'Ginger', 'Tangerine', 'Heliotrope', 'Musk', 'vetyver', 'Neroli', 'Rose']",[],"{'very weak': 38, 'weak': 49, 'moderate': 140, 'long lasting': 175, 'eternal': 59}",,"{'female': 11, 'more female': 27, 'unisex': 39, 'more male': 3, 'male': 0}","{'way overpriced': 1, 'overpriced': 10, 'ok': 38, 'good value': 5, 'great value': 1}",,,,,,,,fall,"{'warm spicy': 100.0, 'sweet': 96.4507, 'herbal': 80.9056, 'citrus': 76.4199, 'powdery': 53.0423, 'fruity': 48.6325, 'fresh': 47.5569, 'musky': 46.3232, 'tobacco': 45.526}"
Flora by Gucci Eau de Parfum,Gucci,https://fimgs.net/mdimg/perfume/375x500.7610.jpg,for women,3.91,2956,"floral , citrus , fresh , rose , fruity , woody , soft spicy , patchouli , warm spicy ",strong,"['Peony', 'Citruses', 'Mandarin Orange']","['Osmanthus', 'Rose']","['Sandalwood', 'Pink Pepper', 'Patchouli']","{'very weak': 30, 'weak': 50, 'moderate': 195, 'long lasting': 338, 'eternal': 143}",,"{'female': 49, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 8, 'ok': 17, 'good value': 16, 'great value': 3}",,,,,,,,spring,"{'floral': 100.0, 'citrus': 81.5409, 'fresh': 76.057, 'rose': 66.9933, 'fruity': 62.0201, 'woody': 57.0354, 'soft spicy': 50.7294, 'patchouli': 44.7696, 'warm spicy': 44.6542}"
Voyage d'Hermes,Hermès,https://fimgs.net/mdimg/perfume/375x500.7916.jpg,for women and men,4.15,3304,"warm spicy , citrus , green , aromatic , woody , fresh , musky ",moderate,"['Cardamom', 'Amalfi Lemon', 'Spices']","['Tea', 'Green Notes', 'Floral Notes']","['Woodsy Notes', 'Musk']","{'very weak': 75, 'weak': 184, 'moderate': 387, 'long lasting': 135, 'eternal': 43}",,"{'female': 2, 'more female': 1, 'unisex': 31, 'more male': 10, 'male': 9}","{'way overpriced': 3, 'overpriced': 8, 'ok': 21, 'good value': 4, 'great value': 1}",,,,,,,,spring,"{'warm spicy': 100.0, 'citrus': 73.0709, 'green': 70.2955, 'aromatic': 67.0314, 'woody': 55.8338, 'fresh': 46.9142, 'musky': 45.1861}"
Godolphin,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.11771.jpg,for men,4.29,1145,"leather , aromatic , fruity , animalic , woody , warm spicy , sweet , fresh spicy , smoky , powdery ",enormous,"['Fruity Notes', 'Saffron', 'Thyme', 'Mate', 'Cypress', 'Green Notes']","['Rose', 'Orris', 'Jasmine']","['Leather', 'Amber', 'Virginia Cedar', 'Vetiver', 'Musk', 'Vanille']","{'very weak': 20, 'weak': 29, 'moderate': 89, 'long lasting': 220, 'eternal': 280}",,"{'female': 0, 'more female': 3, 'unisex': 19, 'more male': 32, 'male': 29}","{'way overpriced': 5, 'overpriced': 21, 'ok': 43, 'good value': 8, 'great value': 1}",,,,,,,,fall,"{'leather': 100.0, 'aromatic': 69.5046, 'fruity': 67.9032, 'animalic': 63.5311, 'woody': 58.4908, 'warm spicy': 55.3629, 'sweet': 51.7511, 'fresh spicy': 47.9378, 'smoky': 47.4194, 'powdery': 46.4574}"
Dior Homme Intense 2011,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13016.jpg,for men,4.49,8172,"iris , powdery , woody , earthy , violet , floral , aromatic , musky , lavender , fruity ",strong,['Lavender'],"['iris', 'Ambrette (Musk Mallow)', 'Pear']","['Virginia Cedar', 'Vetiver']","{'very weak': 163, 'weak': 161, 'moderate': 448, 'long lasting': 1550, 'eternal': 1696}",,"{'female': 10, 'more female': 11, 'unisex': 160, 'more male': 224, 'male': 166}","{'way overpriced': 32, 'overpriced': 99, 'ok': 261, 'good value': 83, 'great value': 20}",,,,,,,,fall and winter,"{'iris': 100.0, 'powdery': 75.8649, 'woody': 73.8117, 'earthy': 66.989, 'violet': 65.0, 'floral': 63.4453, 'aromatic': 62.3249, 'musky': 61.2276, 'lavender': 60.2459, 'fruity': 45.1487}"
Cedrat Boise,Mancera,https://fimgs.net/mdimg/perfume/375x500.15211.jpg,for women and men,4.21,3508,"woody , fruity , citrus , powdery , aromatic , leather , sweet , warm spicy , animalic , vanilla ",strong,"['Sicilian Lemon', 'Black Currant', 'Bergamot', 'Spicy Notes']","['Fruity Notes', 'Patchouli Leaf', 'Water Jasmine']","['Cedar', 'Leather', 'Sandalwood', 'Vanilla', 'Moss', 'White Musk']","{'very weak': 123, 'weak': 130, 'moderate': 436, 'long lasting': 958, 'eternal': 518}",,"{'female': 6, 'more female': 6, 'unisex': 84, 'more male': 152, 'male': 157}","{'way overpriced': 9, 'overpriced': 42, 'ok': 152, 'good value': 148, 'great value': 31}",,,,,,,,spring,"{'woody': 100.0, 'fruity': 95.4063, 'citrus': 82.8254, 'powdery': 56.6665, 'aromatic': 56.3365, 'leather': 53.6028, 'sweet': 53.5666, 'warm spicy': 48.2224, 'animalic': 47.5209, 'vanilla': 44.9013}"
A*Men Pure Havane,Mugler,https://fimgs.net/mdimg/perfume/375x500.11444.jpg,for men,4.46,5665,"sweet , tobacco , honey , vanilla , amber , cacao , warm spicy , patchouli , woody , powdery ",strong,"['Tobacco', 'white honey']","['Vanille', 'Cacao', 'Patchouli']","['Amber', 'French labdanum', 'Styrax']","{'very weak': 122, 'weak': 136, 'moderate': 512, 'long lasting': 1328, 'eternal': 466}",,"{'female': 4, 'more female': 3, 'unisex': 52, 'more male': 104, 'male': 121}","{'way overpriced': 7, 'overpriced': 20, 'ok': 122, 'good value': 87, 'great value': 19}",,,,,,,,fall and winter,"{'sweet': 100.0, 'tobacco': 84.9967, 'honey': 84.9447, 'vanilla': 70.2997, 'amber': 66.7423, 'cacao': 60.2508, 'warm spicy': 60.2274, 'patchouli': 52.331, 'woody': 47.9791, 'powdery': 47.6026}"
Prada Candy,Prada,https://fimgs.net/mdimg/perfume/375x500.12426.jpg,for women,3.79,10730,"caramel , powdery , amber , sweet , vanilla , musky , warm spicy , balsamic ",moderate,['Caramel'],"['Musk', 'Powdery Notes']","['Benzoin', 'Vanilla']","{'very weak': 337, 'weak': 456, 'moderate': 1132, 'long lasting': 542, 'eternal': 237}",,"{'female': 191, 'more female': 16, 'unisex': 9, 'more male': 0, 'male': 0}","{'way overpriced': 30, 'overpriced': 60, 'ok': 87, 'good value': 19, 'great value': 2}",,,,,,,,fall,"{'caramel': 100.0, 'powdery': 69.3491, 'amber': 66.3791, 'sweet': 63.5806, 'vanilla': 57.9255, 'musky': 55.4207, 'warm spicy': 48.1896, 'balsamic': 46.5548}"
Le Parfum,Elie Saab,https://fimgs.net/mdimg/perfume/375x500.12258.jpg,for women,4.03,6894,"white floral , honey , sweet , floral , woody , citrus , patchouli ",strong,['African Orange flower'],['Jasmine'],"['white honey', 'Patchouli', 'Rose', 'Virginia Cedar']","{'very weak': 87, 'weak': 121, 'moderate': 489, 'long lasting': 832, 'eternal': 348}",,"{'female': 151, 'more female': 19, 'unisex': 6, 'more male': 0, 'male': 1}","{'way overpriced': 9, 'overpriced': 20, 'ok': 74, 'good value': 46, 'great value': 12}",,,,,,,,fall and spring,"{'white floral': 100.0, 'honey': 60.693, 'sweet': 55.9538, 'floral': 49.0296, 'woody': 48.8479, 'citrus': 48.1611, 'patchouli': 45.7686}"
Santal 33,Le Labo,https://fimgs.net/mdimg/perfume/375x500.12201.jpg,for women and men,3.98,2337,"woody , powdery , leather , warm spicy , violet ",strong,[],"['Sandalwood', 'Papyrus', 'Leather', 'Virginia Cedar', 'Cardamom', 'Violet', 'iris', 'Amber']",[],"{'very weak': 59, 'weak': 63, 'moderate': 126, 'long lasting': 283, 'eternal': 387}",,"{'female': 7, 'more female': 18, 'unisex': 180, 'more male': 42, 'male': 12}","{'way overpriced': 67, 'overpriced': 81, 'ok': 61, 'good value': 16, 'great value': 7}",,,,,,,,fall,"{'woody': 100.0, 'powdery': 63.1302, 'leather': 59.0218, 'warm spicy': 53.9542, 'violet': 46.8023}"
Dior Homme,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.13015.jpg,for men,4.41,5088,"iris , cacao , powdery , earthy , aromatic , woody , warm spicy , violet , leather , lavender ",moderate,"['Lavender', 'Bergamot', 'Sage']","['iris', 'Cacao', 'Amber']","['Leather', 'Vetiver', 'Patchouli']","{'very weak': 99, 'weak': 174, 'moderate': 550, 'long lasting': 939, 'eternal': 185}",,"{'female': 5, 'more female': 3, 'unisex': 56, 'more male': 94, 'male': 59}","{'way overpriced': 8, 'overpriced': 44, 'ok': 87, 'good value': 45, 'great value': 11}",,,,,,,,spring,"{'iris': 100.0, 'cacao': 78.2231, 'powdery': 76.8324, 'earthy': 74.0207, 'aromatic': 68.2645, 'woody': 65.9138, 'warm spicy': 65.1932, 'violet': 65.0, 'leather': 64.7786, 'lavender': 59.8275}"
Jimmy Choo,Jimmy Choo,https://fimgs.net/mdimg/perfume/375x500.10573.jpg,for women,3.82,6358,"sweet , patchouli , fruity , woody , warm spicy , caramel , earthy , green , floral , aquatic ",moderate,"['Pear', 'Mandarin Orange', 'Green Notes']",['Orchid'],"['Toffee', 'Patchouli']","{'very weak': 95, 'weak': 136, 'moderate': 576, 'long lasting': 711, 'eternal': 257}",,"{'female': 137, 'more female': 22, 'unisex': 13, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 13, 'ok': 60, 'good value': 74, 'great value': 14}",,,,,,,,fall,"{'sweet': 100.0, 'patchouli': 76.7225, 'fruity': 63.2392, 'woody': 58.0335, 'warm spicy': 53.3612, 'caramel': 49.1632, 'earthy': 48.689, 'green': 47.9219, 'floral': 47.6546, 'aquatic': 45.8903}"
Tresor Midnight Rose,Lancome,https://fimgs.net/mdimg/perfume/375x500.11721.jpg,for women,3.96,7931,"fruity , rose , sweet , soft spicy , aromatic , green , fresh , woody , floral , musky ",strong,"['Raspberry', 'Rose']","['Cassis', 'Pink Pepper', 'Peony', 'Jasmine']","['Vanille', 'Musk', 'Virginia Cedar']","{'very weak': 73, 'weak': 119, 'moderate': 482, 'long lasting': 913, 'eternal': 565}",,"{'female': 152, 'more female': 6, 'unisex': 3, 'more male': 1, 'male': 1}","{'way overpriced': 5, 'overpriced': 23, 'ok': 95, 'good value': 21, 'great value': 3}",,,,,,,,fall,"{'fruity': 100.0, 'rose': 74.6476, 'sweet': 72.2274, 'soft spicy': 62.0835, 'aromatic': 55.5291, 'green': 50.242, 'fresh': 50.2242, 'woody': 50.2222, 'floral': 49.9799, 'musky': 46.6896}"
Pegasus,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.16938.jpg,for men,4.18,1811,"almond , vanilla , powdery , nutty , sweet , lavender , fruity , floral , woody , fresh spicy ",strong,"['Heliotrope', 'Cumin', 'Bergamot']","['Bitter Almond', 'Lavender', 'Jasmine']","['Vanilla', 'Sandalwood', 'Amber']","{'very weak': 50, 'weak': 54, 'moderate': 145, 'long lasting': 292, 'eternal': 460}",,"{'female': 5, 'more female': 6, 'unisex': 66, 'more male': 86, 'male': 31}","{'way overpriced': 19, 'overpriced': 58, 'ok': 70, 'good value': 19, 'great value': 3}",,,,,,,,fall,"{'almond': 100.0, 'vanilla': 92.8641, 'powdery': 78.794, 'nutty': 65.0833, 'sweet': 61.3663, 'lavender': 61.1209, 'fruity': 59.2361, 'floral': 57.1058, 'woody': 56.5097, 'fresh spicy': 53.7483}"
Bottega Veneta,Bottega Veneta,https://fimgs.net/mdimg/perfume/375x500.12863.jpg,for women,4.18,4949,"leather , earthy , mossy , patchouli , woody , animalic , white floral , soft spicy , warm spicy , citrus ",moderate,"['Pink Pepper', 'Bergamot']",['Jasmine'],"['Leather', 'oak moss', 'Patchouli']","{'very weak': 89, 'weak': 95, 'moderate': 353, 'long lasting': 502, 'eternal': 188}",,"{'female': 43, 'more female': 48, 'unisex': 61, 'more male': 2, 'male': 0}","{'way overpriced': 6, 'overpriced': 20, 'ok': 75, 'good value': 23, 'great value': 3}",,,,,,,,fall,"{'leather': 100.0, 'earthy': 94.3015, 'mossy': 89.2165, 'patchouli': 87.1249, 'woody': 84.7171, 'animalic': 66.7779, 'white floral': 65.5578, 'soft spicy': 59.3154, 'warm spicy': 58.5624, 'citrus': 56.7729}"
Lira,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11801.jpg,for women,4.32,2327,"citrus , caramel , vanilla , sweet , cinnamon , soft spicy , fresh spicy , powdery , warm spicy , balsamic ",strong,"['Blood Orange', 'Bergamot', 'Lavender']","['Cinnamon', 'Licorice', 'Jasmine']","['Caramel', 'Vanille', 'Musk']","{'very weak': 45, 'weak': 62, 'moderate': 154, 'long lasting': 253, 'eternal': 205}",,"{'female': 94, 'more female': 40, 'unisex': 18, 'more male': 3, 'male': 1}","{'way overpriced': 31, 'overpriced': 56, 'ok': 29, 'good value': 13, 'great value': 3}",,,,,,,,fall and winter,"{'citrus': 100.0, 'caramel': 95.1993, 'vanilla': 92.4745, 'sweet': 84.9231, 'cinnamon': 59.8424, 'soft spicy': 57.9676, 'fresh spicy': 56.1057, 'powdery': 55.9889, 'warm spicy': 53.874, 'balsamic': 50.7178}"
